,ticker,cik
138,meli,1099590
139,chgcy,1453934
140,amat,6951
141,mu,723125
142,bti,1303523
143,eadsy,1378580
144,fis,1136893
145,sbgsy,923734
146,snow,1640147
147,tjx,109198
148,antm,1156039
149,cni,16868
150,bp,313807
151,bidu,1329099
152,mdlz,1103982
153,zts,1555280
154,ci,1739940
155,gild,882095
156,njdcy,1158967
157,spgi,64040
158,snap,1564408
159,aiquy,1161167
160,fisv,798354
161,mo,764180
162,cta-pa,30554
163,shecy,1442651
164,beke,1809587
165,infy,1067491
166,dmlry,1067318
167,pbr,1119639
168,bdx,10795
169,lrcx,707549
170,usb,36104
171,snp,1123658
172,csx,277948
173,hkxcy,1445476
174,ntes,1110646
175,adp,8670
176,cme,1156375
177,pld,1045609
178,atvi,718877
179,cl,21665
180,kddiy,1106215
181,cb,896159
182,esloy,1085922
183,adsk,769397
184,tfc,92230
185,pnc,713676
186,enb,895728
187,spot,1639920
188,shw,89800
189,itw,49826
190,ice,1571949
191,cci,1051470
192,dkily,1446519
193,duk,1326160
194,so,92122
195,bns,9631
196,fdx,1048911
197,nsc,702165
198,gm,1467858
199,rbgly,1420798
200,ecl,31462
201,apd,2969
202,gpn,1123360
203,abb,1091587
204,vrtx,875320
205,mraay,1450468
206,toely,1443276
207,pstvy,1689565
208,eqix,1101239
209,mufg,67088
210,eqnr,1140625
211,safry,1364012
212,dd,1666700
213,vmw,1124610
214,san,891478
215,d,715957
216,ntoiy,1436791
217,team,1650372
218,bam,1001085
219,twlo,1447669
220,hca,860730
221,adi,6281
222,hum,49071
223,mmc,62709
224,wbk,719245
225,dell,1571996
226,vcisy,1065198
227,ew,1099800
228,tak,1395064
229,gwlly,1536278
230,pgr,80661
231,scco,1001838
232,race,1648416
233,wday,1327811
234,ubs,1610520
235,ilmn,1110803
236,itub,1132597
237,regn,872589
238,chpxy,1528541
239,csuay,1445470
240,dg,29534
241,cfruy,948401
242,mco,1059556
243,vlvly,753762
244,bsx,885725
245,crwd,1535527
246,ibn,1103838
247,olcly,1545460
248,roku,1428439
249,ecify,1387438
250,puk,1116578
251,bmo,927971
252,etn,1551182
253,pdrdy,899108
254,nem,1164727
255,vwdry,1330306
256,amx,1129137
257,cof,927628
258,phg,313216
259,fanuy,1446596
260,dash,1792789
261,emr,32604
262,relx,929869
263,wm,823768
264,lzagy,1446711
265,mnst,865752
266,cp,16875
267,hmc,715153
268,glncy,1524684
269,nxpi,1413447
270,cop,1163165
271,noc,1133421
272,cvna,1690820
273,lulu,1397187
274,pltr,1321655
275,vod,839923
276,epd,1061219
277,abev,1565025
278,mrna,1682852
279,dnzoy,1446598
280,aon,315293
281,smfg,1022837
282,bcmxy,1447011
283,wfafy,1436381
284,docu,1261333
285,fcx,831259
286,rop,882835
287,gld,1222333
288,jmhly,870016
289,kdp,1418135
290,kmb,55785
291,klac,319201
292,stz,16918
293,pton,1639825
294,met,1099219
295,pins,1506293
296,itocy,355363
297,vnja,1532383
298,algn,1097149
299,lnsty,1439584
300,ctsh,1058290
301,idxx,874716
302,veev,1393052
303,bx,1393818
304,gd,40533
305,dow,1751788
306,tel,1385157
307,lvs,1300514
308,rost,745732
309,ahchy,1448987
310,knyjy,1436793
311,danoy,1048515
312,bbd,1160330
313,gelyy,1474968
314,mar,1048286
315,ngg,1004315
316,gold,756894
317,bax,10456
318,zijmy,1459580
319,ceo,1095595
320,wba,1618921
321,exc,1109357
322,ea,712515
323,khc,1637459
324,twtr,1418091
325,bili,1723690
326,tal,1499620
327,sxyay,1575851
328,aph,820313
329,mtch,891103
330,bk,1390777
331,eric,717826
332,vonoy,1652630
333,trp,1232384
334,chwy,1766502
335,snps,883241
336,cnc,1071739
337,tri,1075124
338,mchp,827054
339,rkt,1805284
340,cm,1045520
341,syy,96021
342,a,1090872
343,aptv,1521332
344,aep,4904
345,hnnmy,1396282
346,e,1002242
347,cmg,1058090
348,bce,718940
349,biib,875045
350,gvdny,1121631
351,psa,1393311
352,lhx,202058
353,u,1810806
354,ing,1039765
355,crary,1279967
356,jshly,879875
357,cdns,813672
358,info,1598014
359,msci,1408198
360,dlr,1297996
361,stm,932787
362,ebay,1065088
363,jci,833444
364,xlnx,743988
365,f,37996
366,pdypy,1627168
367,lbrda,1611983
368,ctas,723254
369,mfc,1086888
370,iqv,1478242
371,ttd,1671933
372,ph,76334
373,tt,1466258
374,lu,1816007
375,hcmly,948696
376,csgp,1057352
377,fcau,1605484
378,bcs,312069
379,dxcm,1093557
380,panw,1327567
381,crh,849395
382,lyg,1160106
383,tme,1744676
384,carr,1783180
385,mtcpy,1159204
386,trow,1113169
387,orly,898173
388,cmi,26172
389,ppg,79879
390,aig,5272
391,bbva,842180
392,vivhy,1127055
393,trv,86312
394,slb,87347
395,rng,1384905
396,mfg,1335730
397,xel,72903
398,ovchy,1448817
399,alxn,899866
400,eog,821189
401,lgfry,1554394
402,vfc,103379
403,sre,1032208
404,gis,40704
405,svndy,1359519
406,zg,1617640
407,mrvl,1058057
408,alc,1167379
409,rht,1087423
410,kmi,1506307
411,tdg,1260221
412,wit,1123799
413,cmaky,1453056
414,cs,1159510
415,hpq,47217
416,chcjy,1495687
417,all,899051
418,payx,723531
419,oran,1038143
420,schyy,1491703
421,zbh,1136869
422,okta,1660134
423,yum,1041061
424,xpev,1810997
425,lyb,1489393
426,ctva,1755672
427,anss,1013462
428,vrsk,1442145
429,rprx,1802768
430,sgen,1060736
431,tdoc,1477449
432,pru,1137774
433,rweoy,939380
434,clpby,1294325
435,ddog,1561550
436,rmd,943819
437,trumy,1446672
438,hlt,1585689
439,yahoy,1446437
440,hsy,47111
441,psx,1534701
442,amady,1502104
443,bsbr,1471055
444,cnq,1017413
445,afl,4977
446,rsg,1060391
447,gctay,1158089
448,cht,1132924
449,kbcsy,1411133
450,dboey,1437147
451,es,72741
452,pcar,75362
453,rok,1024478
454,rdsmy,1339422
455,htht,1483994
456,sbac,1034054
457,bll,9389
458,msi,68505
459,ibkr,1381197
460,mck,927653
461,mtd,1037646
462,li,1791706
463,ntr,1725964
464,adm,7084
465,asazy,1253493
466,dfs,1393612
467,peg,788784
468,fast,815556
469,ctryy,1462886
470,unicy,1095054
471,alpmy,1446390
472,zlndy,1638747
473,otis,1781335
474,glw,24741
475,cprt,900075
476,azo,866787
477,awk,1410636
478,ckhuy,1637120
479,ame,1037868
480,ec,1444406
481,swk,93556
482,su,311337
483,crbjy,1454471
484,frc,1132979
485,mpc,1510295
486,keys,1601046
487,arzgy,1379235
488,bby,764478
489,wec,783325
490,luv,92380
491,slf,1097362
492,codyy,1012037
493,stt,93751
494,gmab,1434265
495,aonny,1300175
496,wcn,1318220
497,spg,1063761
498,swks,4127
499,tu,868675
500,fmx,1061736
501,khngy,1451287
502,splk,1353283
503,nwg,844150
504,zs,1713683
505,bfa,14693
506,ssmxy,1517231
507,cjpry,1334687
508,cicoy,1445161
509,dltr,935703
510,mt,1243429
511,wltw,1140536
512,bntx,1776985
513,enph,1463101
514,well,766704
515,wmb,107263
516,w,1616707
517,dal,27904
518,payc,1590955
519,tlk,1001807
520,tyidy,1130894
521,fms,1333141
522,etp-pc,1161154
523,dia,1041130
524,siri,908937
525,mxim,743316
526,plug,1093691
527,yumc,1673358
528,yndx,1513845
529,mkc,63754
530,coup,1385867
531,dhi,882184
532,viac,813828
533,wy,106535
534,stne,1745431
535,hrl,48465
536,fnv,1456346
537,egrny,1595085
538,ftv,1659166
539,rci,733099
540,mdy,936958
541,clx,21076
542,mplx,1552000
543,work,1764925
544,cgemy,1084656
545,pcg,1004980
546,ttwo,946581
547,cern,804753
548,kr,56873
549,gasny,1269920
550,db,1159508
551,ftnt,1262039
552,szkmy,1263521
553,vlo,1035002
554,are,1035443
555,saxpy,1436778
556,amp,820027
557,ejpry,1093028
558,odfl,878927
559,mgddy,896076
560,tsn,100493
561,mga,749098
562,pugoy,908829
563,bgne,1651308
564,net,1477333
565,gbery,1179029
566,bkr,1701605
567,eix,827052
568,fojcy,1436740
569,ccep,1650107
570,grmn,1121788
571,len,920760
572,vrsn,1014473
573,kkr,1404912
574,ed,1047862
575,flt,1175454
576,anet,1596532
577,dte,936340
578,tef,814052
579,otsky,1544613
580,ajg,354190
581,cabhf,1436647
582,ndaq,1120193
583,wst,105770
584,umc,1033767
585,nrily,1179493
586,efx,33185
587,sivb,719739
588,abc,1140859
589,haity,1553473
590,ashty,1518258
591,gwlif,850918
592,sgsoy,1069347
593,ztcoy,1445156
594,ccl,815097
595,fitb,35527
596,vtrs,1792044
597,etsy,1370637
598,exas,1124140
599,avb,915912
600,zbra,877212
601,cncn,1191334
602,nok,924613
603,ter,97210
604,baesy,895564
605,smnny,1640117
606,ryaay,1038683
607,mdb,1441816
608,eqr,906107
609,pxd,1038357
610,vmc,1396009
611,xp,1787425
612,ppl,922224
613,gww,277135
614,akzoy,3124
615,syf,1601712
616,ix,1070304
617,lh,920148
618,chd,313927
619,cghly,1550635
620,imbby,1072670
621,dkng,1772757
622,mktx,1278021
623,svnly,1448613
624,ftch,1740915
625,pkx,889132
626,cbre,1138118
627,o,726728
628,k,55067
629,gib,1061574
630,incy,879169
631,qrvo,1604778
632,cha,1191255
633,poahy,1450346
634,expe,1324424
635,ntrs,73124
636,ksu,54480
637,atus,1702780
638,ip,51434
639,holx,859737
640,vips,1529192
641,caj,16988
642,rol,84839
643,tcom,1269238
644,ucbjy,1290640
645,weicy,1452191
646,alb,915913
647,wpm,1323404
648,fandy,1454175
649,ir,1699150
650,qs,1811414
651,mlm,916076
652,tlpfy,1450682
653,frrvy,1438571
654,thlly,1722401
655,snn,845982
656,qsr,1618756
657,mtsfy,1446641
658,epam,1352010
659,cvac,1809122
660,gds,1526125
661,rnecy,1246135
662,cdw,1402057
663,xyl,1524472
664,run,1469367
665,etr,65984
666,fts,1666175
667,mtb,36270
668,tfx,96943
669,chkp,1015922
670,uri,1067701
671,hes,4447
672,oxy,797468
673,snmry,1437771
674,dov,29905
675,aee,1002910
676,ctlt,1596783
677,hubs,1404655
678,wmg,1319161
679,sbhmy,1604982
680,ssnc,1402436
681,ccc,1764046
682,alny,1178670
683,cnhi,1567094
684,et,1276187
685,bio,12208
686,trmb,864749
687,key,91576
688,amcr,1748790
689,sedg,1419612
690,br,1383312
691,pki,31791
692,hig,874766
693,foxa,1754301
694,tru,1552033
695,hal,45012
696,zen,1463172
697,oke,1039684
698,mpwr,1280452
699,coo,711404
700,nmr,1163653
701,syiey,1444718
702,tyl,860731
703,burl,1579298
704,hei,46619
705,xngsy,1454948
706,cqp,1383650
707,dish,1001082
708,grfs,1438569
709,chu,1113866
710,tsco,916365
711,hznp,1492426
712,sgioy,1281721
713,nvcr,1645113
714,pags,1712807
715,skm,1015650
716,rcl,884887
717,vtr,740260
718,ste,1757898
719,logi,1032975
720,nice,1003935
721,txg,1770787
722,zi,1794515
723,iau,1278680
724,alsmy,1062066
725,tlsny,1169870
726,aes,874761
727,lng,3570
728,nue,73309
729,cfg,759944
730,rf,1281761
731,akam,1086222
732,aem,2809
733,ppccy,1446747
734,podd,1145197
735,avtr,1722482
736,kb,1445930
737,iac,1800227
738,dgx,1022079
739,cag,23217
740,kmx,1170010
741,gdrx,1809519
742,wat,1000697
743,hdely,1400691
744,invh,1687229
745,cah,721371
746,gnrc,1474735
747,lsxma,1560385
748,jhx,1159152
749,cms,811156
750,ulta,1403568
751,bmrn,1048477
752,czr,1590895
753,caixy,1535628
754,whlkf,1449594
755,fe,1031296
756,dri,940944
757,ui,1511737
758,nvzmy,1131345
759,ctxs,877890
760,var,203527
761,tif,98246
762,ce,1306830
763,imo,49938
764,expd,746515
765,cuk,1125259
766,kep,887225
767,sonvy,1450681
768,bpy,1545772
769,disca,1437107
770,fmc,37785
771,pool,945841
772,wdc,106040
773,lyv,1335258
774,iq,1722608
775,iex,832101
776,jbht,728535
777,sui,912593
778,cday,1725057
779,masi,937556
780,szlmy,1438844
781,fujhy,800364
782,cwycy,1436965
783,shg,1263043
784,prdsy,1527249
785,wab,943452
786,gh,1576280
787,peak,765880
788,hpe,1645590
789,lyft,1759509
790,dpz,1286681
791,mgm,789570
792,cccgy,1448985
793,it,749251
794,sqm,909037
795,stx,1137789
796,ess,920522
797,hban,49196
798,bip,1406234
799,cgnx,851205
800,nipnf,72127
801,ptc,857005
802,gpc,40987
803,ldos,1336920
804,suz,909327
805,nvr,906163
806,elan,1739104
807,hrely,1445159
808,ophly,940821
809,lbtya,1570585
810,exr,1289490
811,tw,1758730
812,j,52988
813,acgl,947484
814,abmd,815094
815,wix,1576789
816,pba,1546066
817,mas,62996
818,on,1097864
819,open,1801169
820,penn,921738
821,emn,915389
822,ntap,1002047
823,mkl,1096343
824,fico,814547
825,agr,1634997
826,ckisy,1065989
827,nngry,1690981
828,moh,1179929
829,dre,783280
830,pfg,1126328
831,maa,912595
832,cpb,16732
833,osh,1564406
834,dqjcy,1446597
835,cinf,20286
836,swgay,1438845
837,atasy,1437775
838,rjf,720005
839,bxp,1037540
840,ally,40729
841,viv,1066119
842,ednmy,1581671
843,zlioy,1546084
844,gddy,1609711
845,avlr,1348036
846,wish,1822250
847,pkg,75677
848,yasky,1559460
849,dva,927066
850,vici,1705696
851,ai,1577526
852,tdy,1094285
853,kkpny,1001474
854,entg,1101302
855,omc,29989
856,mtuay,1342237
857,bki,1627014
858,argx,1697862
859,erie,922621
860,nuan,1002517
861,asx,1122411
862,crl,1100682
863,wpp,806968
864,crsp,1674416
865,bep,1533232
866,cck,1219601
867,kikoy,1446656
868,ndeky,353991
869,jbaxy,1475011
870,bro,79282
871,fosuy,1462456
872,estc,1707753
873,smmyy,1551402
874,has,46080
875,chrw,1043277
876,bap,1001290
877,pubgy,1050952
878,cve,1475260
879,avy,8818
880,ntco,1776967
881,bsy,1031308
882,umicy,1477038
883,lb,701985
884,cree,895419
885,tech,842023
886,ipgp,1111928
887,szsay,1444147
888,ppd,1793294
889,l,60086
890,cxo,1358071
891,ben,38777
892,xray,818479
893,jkhy,779152
894,cjewy,1555574
895,sjm,91419
896,iff,51253
897,bntgy,1533945
898,ual,100517
899,siely,1453732
900,smfky,1537547
901,iktsy,1444714
902,iep,813762
903,bah,1443646
904,fds,1013237
905,cgasy,1555207
906,rnlsy,1416039
907,fyrty,1452190
908,jxhly,1487533
909,monoy,1583055
910,ggdvy,925428
911,ggg,42888
912,athm,1527636
913,enia,912505
914,smg,825542
915,nlok,849399
916,chgg,1364954
917,psmmy,1439580
918,cabo,1632127
919,coihy,1513977
920,otex,1002638
921,hwm,4281
922,zlab,1704292
923,wrk,1732845
924,ranjy,1112439
925,dvcmy,1163417
926,teva,818686
927,znh,1041668
928,dvn,1090012
929,fbhs,1519751
930,maruy,801645
931,lnt,352541
932,rdy,1135951
933,ysg,1819580
934,qgen,1015820
935,evrg,1711269
936,cchgy,1558633
937,iliay,1570932
938,clpxy,1490083
939,ndvly,800928
940,ubsfy,1446702
941,wtrg,78128
942,alfvy,863344
943,amigy,1438930
944,dt,1773383
945,eqh,1333986
946,wrb,11544
947,aeoxf,1450280
948,ndsn,72331
949,sbsw,1786909
950,ffiv,1048695
951,wynn,1174922
952,ihg,858446
953,wpc,1025378
954,oled,1005284
955,aap,1158449
956,gjnsy,1531384
957,lkq,1065696
958,lumn,18926
959,cnpay,1450278
960,gsx,1768259
961,xpo,1166003
962,uhs,352915
963,fivn,1288847
964,rpm,110621
965,fnf,1331875
966,nly,1043219
967,sam,949870
968,cg,1527166
969,cgc,1737927
970,kl,1713443
971,iclr,1060955
972,mpw,1287865
973,cnp,1130310
974,phm,822416
975,wlk,1262823
976,whr,106640
977,rgen,730272
978,ato,731802
979,mtn,812011
980,smtoy,95227
981,bch,1161125
982,xyigy,1508669
983,lw,1679273
984,txt,217346
985,kotmy,1543727
986,alle,1579241
987,fslr,1274494
988,els,895417
989,udr,74208
990,pcty,1591698
991,pega,1013857
992,gwre,1528396
993,mrtx,1576263
994,dnb,1799208
995,nwsa,1564708
996,ahexy,1446251
997,bill,1786352
998,rmyhy,1636804
999,stbfy,1587200
1000,tap,24545
1001,dnfgy,1454473
1002,cboe,1374310
1003,cna,21175
1004,bepc,1791863
1005,ttc,737758
1006,apo,1411494
1007,abcl,1703057
1008,lazr,1758057
1009,rdeiy,1438654
1010,hrgly,1528651
1011,dar,916540
1012,bsac,1027552
1013,shmay,1555379
1014,lii,1069202
1015,fnd,1507079
1016,nbix,914475
1017,pwr,1050915
1018,znga,1439404
1019,vst,1692819
1020,ttm,926042
1021,appn,1441683
1022,kc,1795589
1023,trex,1069878
1024,hsic,1000228
1025,ts,1190723
1026,mhk,851968
1027,five,1177609
1028,teck,886986
1029,uelmo,100826
1030,emraf,1127248
1031,mos,1285785
1032,fate,1434316
1033,plan,1540755
1034,hst,1070750
1035,mmp,1126975
1036,gl,320335
1037,nfe,1749723
1038,dada,1793862
1039,aqn,1174169
1040,amed,896262
1041,frfhf,915191
1042,fsly,1517413
1043,morn,1289419
1044,lea,842162
1045,lnc,59558
1046,rh,1528849
1047,bwa,908255
1048,efgsy,1445153
1049,prymy,1437672
1050,bfam,1437578
1051,nwl,814453
1052,gfl,1780232
1053,bg,1144519
1054,shwgy,1505223
1055,sid,1049659
1056,dlb,1308547
1057,acsay,1448375
1058,cea,1030475
1059,azpn,929940
1060,armk,1584509
1061,cib,1071371
1062,wu,1365135
1063,re,1095073
1064,ebr,1439124
1065,au,1067428
1066,nrg,1013871
1067,flex,866374
1068,tpr,1116132
1069,ipg,51644
1070,mgp,1656936
1071,ach,1161611
1072,cheoy,1453930
1073,wb,1595761
1074,glpi,1575965
1075,cpt,906345
1076,ntra,1604821
1077,amh,1562401
1078,rare,1515673
1079,sna,91440
1080,pnr,77360
1081,ozon,1822829
1082,sjr,932872
1083,grpty,1395167
1084,rohcy,1442653
1085,kgc,701818
1086,dbx,1467623
1087,mksi,1049502
1088,wso,105016
1089,uhal,4457
1090,aal,6201
1091,dox,1062579
1092,cf,1324404
1093,fang,1539838
1094,wex,1309108
1095,cms-pb,201533
1096,dnli,1714899
1097,deck,910521
1098,vedl,1370431
1099,wilyy,1436673
1100,lpla,1397911
1101,iaugy,1206571
1102,lmnd,1691421
1103,curlf,1756770
1104,hubb,48898
1105,aos,91142
1106,slfpy,1370418
1107,asnd,1612042
1108,brkr,1109354
1109,jazz,1232524
1110,atr,896622
1111,gntx,355811
1112,ksryy,1668501
1113,y,775368
1114,kof,910631
1115,cold,1455863
1116,iaa,1745041
1117,seic,350894
1118,iivi,820318
1119,surry,1556607
1120,rp,1286225
1121,st,1477294
1122,glob,1557860
1123,oukpy,1436786
1124,iphi,1160958
1125,oc,1370946
1126,aeg,769218
1127,hegiy,1449217
1128,ocft,1780531
1129,cma,28412
1130,ivz,914208
1131,sgpyy,1253494
1132,ions,874015
1133,che,19584
1134,shcay,800840
1135,pnw,764622
1136,ipxhy,1309035
1137,sci,89089
1138,clf,764065
1139,ggb,1073404
1140,wynmy,1480134
1141,klycy,1449614
1142,cx,1076378
1143,wsm,719955
1144,ath,1527469
1145,mnso,1815846
1146,agnc,1423689
1147,ehc,785161
1148,levi,94845
1149,lad,1023128
1150,acad,1070494
1151,rnr,913144
1152,abmrf,1784384
1153,qdel,353569
1154,agco,880266
1155,smar,1366561
1156,gps,39911
1157,rs,861884
1158,chdn,20212
1159,bhc,885590
1160,ni,1111711
1161,cbsh,22356
1162,futu,1754581
1163,zayo,1608249
1164,aseky,1450206
1165,cone,1553023
1166,prah,1613859
1167,stld,1022671
1168,lamr,1090425
1169,twst,1581280
1170,lnegy,1437041
1171,csl,790051
1172,adpt,1478320
1173,ev,350797
1174,arwr,879407
1175,fhn,36966
1176,gfi,1172724
1177,ewbc,1069157
1178,acm,868857
1179,cien,936395
1180,zion,109380
1181,stor,1538990
1182,fvrr,1762301
1183,lite,1633978
1184,aiz,1267238
1185,bldp,1453015
1186,bldr,1316835
1187,nvta,1501134
1188,rl,1037038
1189,irm,1020569
1190,ohi,888491
1191,alv,1034670
1192,bbio,1743881
1193,warfy,901684
1194,sklz,1801661
1195,lspd,1823306
1196,mbt,1115837
1197,nyt,71691
1198,ccozy,1398879
1199,mdiby,1379481
1200,aaxn,1069183
1201,slv,1330568
1202,pfpt,1212458
1203,tdhoy,1288098
1204,asgly,7646
1205,wwd,108312
1206,dqws,1652561
1207,arw,7536
1208,aci,1646972
1209,jnpr,1043604
1210,rdfn,1382821
1211,afg,1042046
1212,kod,1468748
1213,rga,898174
1214,gbtc,1588489
1215,g,1398659
1216,mcfe,1783317
1217,sbny,1288784
1218,magoy,1437144
1219,ayx,1689923
1220,bsmx,1698287
1221,nclh,1513761
1222,jll,1037976
1223,synh,1610950
1224,eeft,1029199
1225,cae,1173382
1226,ver,1507385
1227,grub,1594109
1228,midd,769520
1229,site,1650729
1230,ua,1336917
1231,nlsn,1492633
1232,rba,1046102
1233,aval,1504764
1234,usfd,1665918
1235,voya,1535929
1236,atdry,1647435
1237,h,1468174
1238,iova,1425205
1239,dci,29644
1240,reg,910606
1241,paas,771992
1242,rtmvy,1516536
1243,dseey,1481045
1244,bl,1666134
1245,nvax,1000694
1246,bmrry,1671235
1247,hllgy,1674534
1248,pvh,78239
1249,knx,1492691
1250,ugi,884614
1251,uthr,1082554
1252,chng,1756497
1253,bynd,1655210
1254,uvrby,1533920
1255,bery,1378992
1256,manh,1056696
1257,clzny,1366235
1258,tgtx,1001316
1259,shpmy,1570300
1260,leco,59527
1261,dxc,1688568
1262,see,1012100
1263,rhi,315213
1264,arcc,1287750
1265,pen,1321732
1266,plnt,1637207
1267,tokuy,1131652
1268,aacay,1447647
1269,icl,941221
1270,tiscy,773917
1271,ttek,831641
1272,axta,1616862
1273,adt,1703056
1274,isuzy,763665
1275,shc,1822479
1276,exel,939767
1277,clr,732834
1278,asomy,1492075
1279,tmx,1428875
1280,shtdy,1556605
1281,itt,216228
1282,ssl,314590
1283,ogfgy,845033
1284,lhcg,1303313
1285,fupby,1534043
1286,xlrn,1280600
1287,flir,354908
1288,nnn,751364
1289,rgld,85535
1290,paa,1070423
1291,hocff,1450349
1292,wal,1212545
1293,crcby,1553915
1294,vno,899689
1295,kajmy,1446660
1296,ngls-pa,1379661
1297,cog,858470
1298,pso,938323
1299,cpri,1530721
1300,hii,1501585
1301,nkla,1731289
1302,jsgry,1442656
1303,qtwo,1410384
1304,mrvi,1823239
1305,pe,1594466
1306,vlpny,1378984
1307,glpg,1421876
1308,tpl,97517
1309,ncno,1566895
1310,ares,1176948
1311,casy,726958
1312,jbl,898293
1313,an,350698
1314,yy,1530238
1315,trgp,1389170
1316,jef,96223
1317,omf,1584207
1318,kss,885639
1319,kim,879101
1320,allk,1564824
1321,pb,1068851
1322,tcf,19612
1323,hrc,47518
1324,post,1530950
1325,bgaoy,1325378
1326,gmed,1237831
1327,cube,1298675
1328,wms,1604028
1329,lfus,889331
1330,sommy,1409236
1331,cd,1807192
1332,phi,78150
1333,lpl,1290109
1334,cakfy,1446707
1335,tx,1342874
1336,psxp,1572910
1337,hae,313143
1338,srpt,873303
1339,snphy,1501108
1340,vopky,1452188
1341,hmtly,353990
1342,pii,931015
1343,sc,1580608
1344,arry,1820721
1345,ora,1296445
1346,srcl,861878
1347,reyn,1786431
1348,pstg,1474432
1349,pacb,1299130
1350,wes,1423902
1351,pfgc,1618673
1352,yeti,1670592
1353,frt,34903
1354,cdk,1609702
1355,bc,14930
1356,gwr,1012620
1357,mat,63276
1358,bncdy,1667075
1359,tkr,98362
1360,wf,1264136
1361,htcmy,1446648
1362,hun,1307954
1363,oge,1021635
1364,sjmhy,1599962
1365,pac,1347557
1366,tptx,1595893
1367,alk,766421
1368,krc,1025996
1369,osk,775158
1370,enic,1659939
1371,apa,6769
1372,timb,1826168
1373,wrtby,1436771
1374,hlf,1180262
1375,irtc,1388658
1376,amwl,1393584
1377,suopy,1347141
1378,ntnx,1618732
1379,diisy,1563255
1380,sdgr,1490978
1381,fcnca,798941
1382,jhg,1274173
1383,mpfry,1417695
1384,japsy,318269
1385,bld,1633931
1386,rexr,1571283
1387,osagy,1603194
1388,azek,1782754
1389,prgo,1585364
1390,son,91767
1391,msa,66570
1392,nati,935494
1393,lscc,855658
1394,caci,16058
1395,bpmc,1597264
1396,cacc,885550
1397,pbct,1378946
1398,fsv,1637810
1399,angi,1705110
1400,olli,1639300
1401,mrwsy,1446128
1402,rykky,1592049
1403,itvpy,1283708
1404,mro,101778
1405,faf,1472787
1406,colm,1050797
1407,slab,1038074
1408,tndm,1438133
1409,vrt,1674101
1410,malry,1537280
1411,cfr,39263
1412,sfix,1576942
1413,hog,793952
1414,neo,1077183
1415,dooo,1748797
1416,wsc,1647088
1417,fold,1178879
1418,chh,1046311
1419,cybr,1598110
1420,frpt,1611647
1421,hnp,929058
1422,beam,1745999
1423,halo,1159036
1424,nvro,1444380
1425,clgx,36047
1426,vnt,1786842
1427,dct,1160951
1428,leg,58492
1429,enggy,1446294
1430,airc,1820877
1431,spce,1706946
1432,nov,1021860
1433,gtbif,1795139
1434,nep,1603145
1435,hwdjy,1563177
1436,acc,1283630
1437,four,1794669
1438,ori,74260
1439,hqy,1428336
1440,dks,1089063
1441,hta,1360604
1442,rbc,82811
1443,skx,1065837
1444,lsi,944314
1445,aer,1378789
